title syriaca-headword.en		New URI	relation skos---broadMatch		Edition 1	witnesses.Edition 1	title syriaca-headword.Edition 1.syr	title.Edition 1.syr	title.Edition 1.syr-Syrj	title.Edition 1.syr	note prologue.Edition 1.syr	title final-rubric.Edition 1.syr	title.Edition 2.syr	Edition 2		idno URI	idno URI	idno URI	idno URI	idno URI	citedRange pp.Edition 1			Source 1	title abbreviation.Source 1.en	title abbreviation.Source 1.en	title.Source 1.en	title.Source 1.en	title.Source 1.en	Edition 3	witnesses.Edition 3	citedRange entry.Edition 3	Edition 4	note prologue.Edition 4.syr	witnesses.Edition 4	title.Edition 4.syr	title.Edition 4.syr	note incipit.Edition 4.syr		citedRange entry.Edition 4	citedRange entry.Edition 4		citedRange verse.Edition 4	Edition 5	witnesses.Edition 5	citedRange entry.Edition 5	citedRange pp.Edition 5			Source 2	Ms 1	citedRange vol.Ms 1	citedRange fol.Ms 1	Ms 2	citedRange fol.Ms 2	Ms 3	Edition 6	title.Edition 6.syr	citedRange pp.Edition 6	witnesses.Edition 6	Edition 7	citedRange pp.Edition 7	Edition 8	citedRange pp.Edition 8	witnesses.Edition 8	title.Edition 8.syr-Syrj	note prologue.Edition 8.syr-Syrj	Edition 9	citedRange vol.Edition 9	Edition 0	witnesses.Edition 0	Source 3	Source 4	Apparatus 1	citedRange vol.Apparatus 1	citedRange pp.Apparatus 1	Apparatus 2	citedRange vol.Apparatus 2	citedRange pp.Apparatus 2	Catalogue 1	citedRange pp.Catalogue 1	Catalogue 2
Prayer of Jeremiah (Peshitta Version)	http://syriaca.org/work/52	52	9569		2335	Edition 7							ܨܠܘܬܐ ܕܐܪܡܝܐ	2363							647-647	647	647							2438	Ms 1		2439		Edition 6, Edition 5			ܐܬܕܟܪ ܡܪܝܐ ܡܢܐ ܗܘܐ ܠܢ܂ ܚܘܪ ܘܚܙܝ ܚܣܕܢ܀	62033.05	62033.05 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62033&sub=05&cset=U]	P Lam chapter 5	http://cal1.cn.huc.edu/get_a_chapter.php?file=62033&sub=05&cset=U									Milan, Ambrosian Library, B. 21. Inf. (7a1)										2346	647-647	2381	647-647	Edition 7			2443	2				2387									2442
Ezekiel (Peshitta Version)	http://syriaca.org/work/26	26	9621	38	2335	Edition 7	ܣܦܪܐ ܕܚܙܩܝܐܠ ܢܒܝܐ	ܟܬܒܐ ܕܢܒܝܘܬܗ ܕܚܙܩܝܐܠ ܢܒܝܐ			ܬܘܒ ܟܬܒܐ ܕܢܒܝܘܬܗ ܕܚܙܩܝܐܠ ܢܒܝܐ		ܣܦܪܐ ܕܚܙܩܝܐܠ ܢܒܝܐ	2372	Ezekiel	https://en.wikipedia.org/wiki/Book_of_Ezekiel	https://www.wikidata.org/wiki/Q178390	https://viaf.org/viaf/176193843			647-691	647	691	2432	Ezek		Ezekiel			2438	Ms 1	Ezekiel	2439		Edition 3			ܘܗܘܐ ܒܫܢܬ ܬܠܬܝܢ ܒܚܡܫܬܐ ܒܝܪܚܐ ܪܒܝܥܝܐ܂ ܘܐܢܐ ܒܓܘ ܫܒܝܬܐ ܗܿܘܝܬ ܥܠ ܢܗܪ`ܟܒܪ܂ ܘܐܬܦܬܚܘ ܫܡܝܐ܂ ܘܚܿܙܝܬ ܚܙܘܐ ܕܐܠܗܐ܂	62014	62014 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62014&cset=USyriac]	P Ez	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62014&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)										2346	647-691	2381	647-691	Edition 7			2443	2	2405	Ms 1		2387									2442
Daniel (SBL)	http://syriaca.org/work/27	27	9570	39	2335	Edition 7	ܣܦܪܐ ܕܕܢܝܐܠ ܢܒܝܐ	ܢܒܝܘܬܗ ܕܕܢܝܐܠ ܢܒܝܐ			ܬܘܒ ܢܒܝܘܬܗ ܕܕܢܝܐܠ ܢܒܝܐ		ܣܦܪܐ ܕܕܢܝܐܠ ܢܒܝܐ	2373	Daniel	https://en.wikipedia.org/wiki/Book_of_Daniel	https://www.wikidata.org/wiki/Q80115				691-705	691	705	2432	Dan		Daniel			2438	Ms 1	Daniel																			Milan, Ambrosian Library, B. 21. Inf. (7a1)										2346	691-705	2381	691-705	Edition 7					2407	Ms 1		2387									2442
Daniel (Peshitta Daniel composed of Daniel and additional Apocryphal works)	http://syriaca.org/work/53	53	9570											2373	Daniel	https://en.wikipedia.org/wiki/Book_of_Daniel	https://www.wikidata.org/wiki/Q80115													2438	Ms 1		2439		Edition 0			ܒܫܢܬ ܬܠܬ ܕܡܠܟܘܬܗ ܕܝܘܝܩܝܡ ܡܿܠܟܐ ܕܝܗܘܕܐ ܐܬܼܐ ܢܒܘܟܕܢܨܪ ܡܿܠܟܐ ܕܒܒܠ ܠܐܘܪܫܠܡ ܘܚܕܪܗܿ܂	62035	62035 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U]	P Dan	http://cal1.cn.huc.edu/get_a_chapter.php?file=62035&sub=001&cset=U									Milan, Ambrosian Library, B. 21. Inf. (7a1)																	2443	2	2407	Ms 1		2387									2442
Tobit (Mixed Version)	http://syriaca.org/work/64	64	9686	1	2335		ܣܦܪܐ ܕܛܘܒܝܛ	ܟܬܒܐ ܕܛܘܒܝܛ ܐܝܟ ܡܫܠܡܢܘ̣ܬܐ ܕܫܒܥܝ̣ܢ							Tobit	https://en.wikipedia.org/wiki/Book_of_Tobit	https://www.wikidata.org/wiki/Q131737				1-9	1	9	2432	Tob		Tobit			2438	Ms 1, Ms 2, Ms 3		2439		Edition 3			ܟܬܒܐ ܕܡ̈ܠܐ ܛܘܒܝܛ ܗܿܘ ܕܒܝܐܝܠ ܗܿܘ ܕܚܢܢܐܝܠ ܗܿܘ ܕܐܕܘܐܝܠ ܗܿܘ ܕܓܒܐܝܠ ܡܢ ܙܪܥܐ ܕܐܫܐܝܠ ܡܢ ܫܪܒܬܐ ܕܢܦܬܠܝ܂	62068	62068 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62068&cset=USyriac]	Tobit A	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62068&cset=USyriac									Deir al-Surian 27b (8f1)			Cambridge University Library Oo 1.1, 2 (12a1)		Woodbrooke, Selly Oak Colleges Libr., Ming syr., 279 (18/16g6)	2385											2443	1	2415	Ms 1, Ms 2, Ms 3		2387									2442
Judith (Peshitta Version)	http://syriaca.org/work/57	57	9574	2	2335		ܣܦܪܐ ܕܝܗܘܕܝܬ	ܟܬܒܐ ܕܝܗܘܕܝܬ							Judith	https://en.wikipedia.org/wiki/Book_of_Judith	https://www.wikidata.org/wiki/Q202129				9-21	9	21	2432	Jdt		Judith			2438	Ms 1	Judith	2439		Ms 1, Edition 11			ܒܫܢܬ ܬܪܬܥܣܪܐ ܕܡܠܟܘܬܗ ܕܢܒܘܟܕܢܨܪ ܡܠܟܐ ܕܐܬܘܪ܂ ܕܐܡܠܟ ܒܢܝܢܘܐ ܡܕܝܢܬܐ ܪܒܬܐ܂ ܒܝܘܡ̈ܘܗܝ ܕܐܪܦܟܫܪ ܡܠܟܐ ܕܡܕܝ ܕܐܡܠܟ ܒܩܦܛܢ܂	62065	62065 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62065&cset=USyriac]	Judith	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62065&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)			http://syriaca.org/manuscript/119#b3			2385	ܬܫܥܝܬܐ ܕܝܗܘܕܝܬ	104-126	Ms 2								2443	1	2427	Ms 1		2387									2442
Additions to Esther (Peshitta Version)	http://syriaca.org/work/9717	9717	9718	3	2335		ܣܦܪܐ ܕܐܣܬܝܪ								Additions to Esther	https://en.wikipedia.org/wiki/Book_of_Esther#Additions_to_Esther	https://www.wikidata.org/wiki/Q131068				21-25	21	25	2432	Add Esth		Additions to Esther																																																							
Wisdom of Solomon (Peshitta Version)	http://syriaca.org/work/47	47	9564	4	2335		ܣܦܪܐ ܕܚܟܡܬܐ ܪܒܬܐ								Wisdom	https://en.wikipedia.org/wiki/Book_of_Wisdom	https://www.wikidata.org/wiki/Q202135				25-36	25	36	2432	Wis		Wisdom of Solomon			2438	Ms 1	Wisdom	2439		Edition 0			ܪܚܡܘ ܙܕܝܩܘܬܐ ܕܝܢ̈ܝܗܿ ܕܐܪܥܐ܂ ܘܪܢܘ ܥܠ ܡܪܝܐ ܒ̈ܛܒܬܐ܂ ܘܒܠܒܐ ܦܫܝܛܐ ܒܥܐܘܗܝ܂	62070	62070 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62070&cset=USyriac]	P Wisd	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62070&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385											2443	2	2401	Ms 1		2387									2442
Sirach/Ecclesiasticus (Peshitta Version)	http://syriaca.org/work/58	58	9575	5	2335		ܣܦܪܐ ܕܝܫܘܥ ܒܪ ܐܣܝܪܐ								Sirach	https://en.wikipedia.org/wiki/Sirach	https://www.wikidata.org/wiki/Q155980				36-63	36	63	2432	Sir		Sirach	Ecclesiasticus		2438	Ms 2	Sirach	2439	ܚܟܡܬܐ ܕܒܪ ܣܝܪܐ	Ms 1, Ms 2			ܟܠ ܚܟܡܐ ܡܢ ܩܕܡ ܡܪܝܐ ܗܝ܂ ܘܗܝܼ ܥܡܗ ܗܝܼ ܡܢ ܥܠܡܝܢ܂	62066	62066 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62066&cset=USyriac]	Sirach	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62066&cset=USyriac									http://syriaca.org/manuscript/15#p1a1			Milan, Ambrosian Library, B. 21. Inf. (7a1)			2385											2443	2	2428	Ms 1, Ms 2		2387									2442
Epistle of Jeremiah (Peshitta Version)	http://syriaca.org/work/9719	9719	9720	6	2335		ܐܓܪܬܐ ܕܐܪܡܝܐ	ܐܓܪܬܐ ܕܐܪܡܝܐ ܢܒܝܐ					ܐܓܪܬܐ ܕܐܪܡܝܐ	2363	Letter of Jeremiah	https://en.wikipedia.org/wiki/Letter_of_Jeremiah	https://www.wikidata.org/wiki/Q757010				63-65	63	65	2432	Ep Jer		Epistle of Jeremiah			2438	Ms 1, Ms 2	Letter of Jeremiah	2439	ܬܘܒ ܐܝܓܪܬܐ ܕܐܪܡܝܐܿ܂	Edition 3			ܦܚܡܐ ܕܐܝܓܪܬܐ ܕܫܕܪ ܐܪܡܝܐܿ܂ ܠܫܒܼܝ̈ܐ ܕܐܫܬܒܝܘ ܠܒܒܠܿ܂ ܕܫܼܒܐ ܢܒܘܟܕܢܨܪ ܡܿܠܟܐ ܕܒܒܠܿ܂ ܠܡܚܘܝܘ ܐܢܘܢ ܐܝܟ ܕܐܬܿܦܩܕ ܡܢ ܡܪܝܐ܃	62074	62074 [http://cal1.cn.huc.edu/get_a_chapter.php?file=62074&cset=U]	EpisJer	http://cal1.cn.huc.edu/get_a_chapter.php?file=62074&cset=U									Milan, Ambrosian Library, B. 21. Inf. (7a1)			Paris, National Libr., Syr. 341 (8a1)														2443	2	2421	Ms 1, Ms 2		2387									2442
Epistle of Baruch (Peshitta Version)	http://syriaca.org/work/66	66	9583	7	2335		ܐܓܪܬܐ ܕܒܪܘܟ ܣܦܪܐ	ܐܓܪܬܐ ܕܒܪܘܟ ܣܦܪܐ ܕܫܕܪ ܡ̣ܢ ܐܘܪܫܠܡ ܠܒܒܝܠ						2363							65-68	65	68							2438	Ms 1, Ms 2		2439		Ms 1, Ms 2	ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܒܪܘܟ ܣܦܪܐ ܕܫܕܪ ܡܢ ܓܘ ܐܘܪܫܠܡ ܠܒܒܠ		ܬܘܒ ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܒܪܘܟ ܣܦܪܐ ܕܫܕܪ ܡܢ ܓܘ ܐܘܪܫܠܡ ܠܒܒܠ	62071	62071 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62071&cset=USyriac]	P ApocBar	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62071&cset=USyriac	78:1-87:1								Milan, Ambrosian Library, B. 21. Inf. (7a1)		176v – 177v	Milan, Ambrosian Library, B. 21. Inf. (7a1)	265v – 267r		2385											2443	2	2422	Ms 1, Ms 2		2387									2442
Baruch (Second Epistle of Baruch) (Peshitta Version)	http://syriaca.org/work/67	67	9584	8	2335		ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܒܪܘܟ ܣܦܪܐ	ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܒܪܘܟ						2363	Baruch	https://en.wikipedia.org/wiki/Book_of_Baruch	https://www.wikidata.org/wiki/Q211746				68-72	68	72	2432	Bar		Baruch			2438	Ms 1	Baruch																			Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385											2443	2	2423	Ms 1		2387									2442
Additions to Daniel (Peshitta Version)	http://syriaca.org/work/9721	9721	9722	9	2335		ܣܦܪܐ ܕܕܢܝܐܝܠ (ܕܫܘܫܢ)								Additions to Daniel	https://en.wikipedia.org/wiki/Additions_to_Daniel	https://www.wikidata.org/wiki/Q912549				72-76	72	76	2432	Add Dan		Additions to Daniel			2438	Ms 1																				Milan, Ambrosian Library, B. 21. Inf. (7a1)																						2387									2442
Susanna (Peshitta Version)	http://syriaca.org/work/49	49	9566	9.1	2335			ܟܬܒܐ ܕܫܘ̇ܫܢ ܛܘ̣ܒܢܝ̣ܬܐ							Susanna (Book of Daniel)	https://en.wikipedia.org/wiki/Susanna_(Book_of_Daniel)	https://www.wikidata.org/wiki/Q756861				72-74	72	74	2432	Sus		Susanna			2438	Ms 1	Susanna																			Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385													2425	Ms 1		2387									2442
Bel and the Dragon (Peshitta Version)	http://syriaca.org/work/55	55	9572	9.2	2335			ܥܠ ܒܝܠ							Bel and the Dragon	https://en.wikipedia.org/wiki/Bel_and_the_Dragon	https://www.wikidata.org/wiki/Q218087				74-75	74	75	2432	Bel		Bel and the Dragon			2438	Ms 1	Bel and the Dragon																			Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385																2387									2442
1 Maccabees (Peshitta Version)	http://syriaca.org/work/60	60	9577	10	2335		ܣܦܪܐ ܕܡܩ̈ܒܝܐ: ܐ								1 Maccabees	https://en.wikipedia.org/wiki/1_Maccabees	https://www.wikidata.org/wiki/Q161985	https://viaf.org/viaf/192733858			76-104	76	104	2432	1 Macc		1 Maccabees			2438	Ms 1	1 Maccabees	2439		Edition 3, Ms 1			ܘܗܘܐ ܡܢ ܒܬܪ ܕܩܛܠ ܐܠܟܣܢܕܪܘܣ ܒܪ ܦܝܠܝܦܘܣ ܡܩܕܘܢܝܐ ܕܢܦܩ ܡܢ ܐܪܥܐ ܕܟܬ̈ܝܐ ܘܡܚܐ ܠܕܪܝܘܫ ܡܠܟܐ ܕܦܪܣ ܘܕܡܕܝ ܘܐܡܠܟ ܚܠܦܘܗܝ ܗܘ ܠܘܩܕܡ ܒܝܘܢ܂	62078	62078 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62078&cset=USyriac]	P 1Mac7a1	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62078&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)			Milan, Ambrosian Library, A. 296. Inf., Fragm. 27 + Cambridge, Westminster College, Nestle Libr. G. II. 4 + Woodbrooke, Selly Oak Colleges Libr., Ming syr. 629 (7h1)			2385											2443	2	2418	Ms 1		2387									2442
2 Maccabees (Peshitta Version)	http://syriaca.org/work/61	61	9578	11	2335		ܣܦܪܐ ܕܡܩ̈ܒܝܐ: ܒ								2 Maccabees	https://en.wikipedia.org/wiki/2_Maccabees	https://www.wikidata.org/wiki/Q209748	https://viaf.org/viaf/198908857			104-128	104	128	2432	2 Macc		2 Maccabees			2438	Ms 1	2 Maccabees	2439		Edition 3, Ms 1	ܣܦܪܐ ܕܬܪܝܢ ܕܡܩ̈ܒܝܐ ܐܚ̈ܐ		ܝܗܘ̈ܕܝܐ ܕܒܐܪܫܠܡ ܘܒܐܪܥܐ ܕܝܗܘܕܐ ܠܐ̈ܚܝܢ ܝܗܘ̈ܕܝܐ ܕܒܡܨܪܝܢ ܫܠܡ ܫܠܡܐ ܘܛܝܒܘܬܐ ܥܡܟܘܢ܂	62079	62079 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62079&cset=USyriac]	P 2Mac	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62079&cset=USyriac									Milan, Ambrosian Library, B. 21. Inf. (7a1)						2385											2443	2	2418	Ms 1		2387									2442
Matthew (Peshitta Version)	http://syriaca.org/work/72	72	9646	1	2335		ܣܦܪܐ ܕܡܬܝ	ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܡܬܝ					ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܡܬܝ	2358	Matthew	https://en.wikipedia.org/wiki/Gospel_of_Matthew	https://www.wikidata.org/wiki/Q392302	https://viaf.org/viaf/188427863			1-43	1	43	2432	Matt		Matthew					Matthew	2439		Edition 1			ܟܿܬܼܒܼܐ ܕܿܝܠܝܕܼܘܼܬܼܗ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܒܿܪܗ ܕܿܕܼܘܝܕܼ܂ ܒܿܪܗ ܕܿܐܒܼܪܗܡ܀܀	62040	62040 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62040&cset=USyriac]	P Mt	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62040&cset=USyriac																					2381	1-45		ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܟܳܪܘܽܙܘܽܬܳܐ ܕܡܰܬܰܝ ܫܠܺܝܚܳܐ																
Mark (Peshitta Version)	http://syriaca.org/work/73	73	9647	2	2335		ܣܦܪܐ ܕܡܪܩܘܣ	ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܡܪܩܘܣ					ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܡܪܩܘܣ	2360	Mark	https://en.wikipedia.org/wiki/Gospel_of_Mark	https://www.wikidata.org/wiki/Q107388	https://viaf.org/viaf/179823714			43-71	43	71	2432	Mark		Mark					Mark	2439		Edition 1			ܪܫܐ ܕܿܐܘܢܓܿܠܝܘܢ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܃ ܒܿܪܗ ܕܿܐܠܗܐ ܀܀	62041	62041 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62041&cset=USyriac]	P Mk	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62041&cset=USyriac																					2381	45-73		ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܣܒܰܪܬܳܐ ܕܡܰܪܩܳܘܣ ܡܣܰܒܪܳܢܳܐ																
Luke (Peshitta Version)	http://syriaca.org/work/74	74	9648	3	2335		ܣܦܪܐ ܕܠܘܩܘܣ	ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܠܘܩܐ					ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܠܘܩܐ	2366	Luke	https://en.wikipedia.org/wiki/Gospel_of_Luke	https://www.wikidata.org/wiki/Q39939	https://viaf.org/viaf/175769882			71-117	71	117	2432	Luke		Luke					Luke	2439		Edition 1			ܡܛܠ ܕܿܣܓܿܝܐܐ̈ ܨܒܼܘ܃ ܕܿܢܟܼܬܿܒܼܘܼܢ ܬܿܫܥܝܬܼܐ̈ ܕܿܣܘܼܥܪܢܐ̈܂ ܐܝܠܝܢ ܕܿܚܢܢ ܡܦܿܣܝܢ ܚ̱ܢܢ ܒܿܗܘܼܢ܃	62042	62042 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62042&cset=USyriac]	P Lk	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62042&cset=USyriac																					2381	73-121		ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܣܒܰܪܳܬܐ ܕܠܘܽܩܳܘܣ ܡܣܰܒܪܳܢܳܐ	ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܣܒܰܪܳܬܐ ܕܠܘܽܩܳܘܣ ܡܣܰܒܪܳܢܳܐ  ܕܡܰܠܶܠ  ܘܣܰܒܰܪ ܝܰܘܢܳܐܺܝܬ ܒܰܐܠܶܟܣܰܢܕܪܺܝܰܐ ܪܰܒܬܳܐ܀															
John (Peshitta Version)	http://syriaca.org/work/75	75	9641	4	2335		ܣܦܪܐ ܕܝܘܚܢܢ	ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܝܘܚܢܢ					ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܟܪܘܙܘܬܐ ܕܝܘܚܢܢ	2369	John	https://en.wikipedia.org/wiki/Gospel_of_John	https://www.wikidata.org/wiki/Q36766	https://viaf.org/viaf/181843811			117-154	117	154	2432	John		John					John	2439		Edition 1			ܒܿܪܫܝܬܼ ܐܝܬܼܘܗ̱ܝ ܗ̱ܘܐ ܡܠܬܼܐ܂ ܘܗܘܼ ܡܠܬܼܐ܂ ܐܝܬܼܘܗ̱ܝ ܗ̱ܘܐ ܠܘܬܼ ܐܠܗܐ܂ ܘܐܠܗܐ ܐܝܬܼܘܗ̱ܝ ܗ̱ܘܐ ܗܘܼ ܡܠܬܼܐ܂	62043	62043 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62043&cset=USyriac]	P Jn	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62043&cset=USyriac																					2381	122-159		ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܟܳܪܘܽܙܘܽܬܳܐ ܕܝܘܽܚܰܢܳܢ ܟܳܪܘܽܙܳܐ	ܐܶܘܰܓܶܠܺܝܳܘܢ ܩܰܕܺܝܫܳܐ ܟܳܪܘܽܙܘܽܬܳܐ ܕܝܘܽܚܰܢܳܢ ܟܳܪܘܽܙܳܐ ܕܡܰܠܶܠ  ܘܰܐܟܪܶܙ ܝܰܘܢܳܐܺܝܬ ܒܶܐܦܶܣܳܘܣ܀															
Acts (Peshitta Version)	http://syriaca.org/work/76	76	9593	5	2335		ܦܪܟܣܣ ܕܫܠܝ̈ܚܐ	ܦܪܟܣܣ ܕܬܪܥܣܪ ܫܠܝ̈ܚܐ ܛܘܒ̈ܢܐ					ܦܪܟܣܝܣ ܕܫܠܝܚ̈ܐ	2367	Acts	https://en.wikipedia.org/wiki/Acts_of_the_Apostles	https://www.wikidata.org/wiki/Q40309				154-202	154	202	2432	Acts		Acts					Acts	2439		Edition 1			ܟܿܬܼܒܼܐ ܩܕܼܡܝܐ ܟܿܬܼܒܿܬܼ ܐܘ ܬܿܐܘܦܼܝܠܐ܃ ܥܠ ܟܿܠܗܝܢ ܐܝܠܝܢ ܕܿܫܪܝ ܡܪܢ ܝܫܘܼܥ ܡܫܝܚܐ ܠܡܥܒܿܕܼ ܘܠܡܠܦܼܘܼ܃	62044	62044 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62044&cset=USyriac]	P Acts	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62044&cset=USyriac																					2381	159-210		ܟܬܳܒܳܐ ܕܰܦܪܰܟܣܺܝܣ																
Romans (Peshitta Version)	http://syriaca.org/work/77	77	9594	6	2335		ܐܓܪܬܐ ܕܦܘܠܘܣ ܕܠܘܬ ܪ̈ܗܘܡܝܐ	ܐܓܪܬܐ ܕܠܘܬ ܪ̈ܗܘܡܝܐ						2364	Romans	https://en.wikipedia.org/wiki/Epistle_to_the_Romans	https://www.wikidata.org/wiki/Q48203				202-221	202	221	2432	Rom		Romans					Romans	2439		Edition 1			ܦܿܘܠܘܣ ܥܒܼܕܿܐ ܕܿܝܫܘܼܥ ܡܫܝܚܐ܂ ܩܪܝܐ܂ ܘܫܠܝܚܐ܂ ܕܿܐܬܼܦܿܪܫ ܠܐܘܢܓܿܠܝܘܢ ܕܿܐܠܗܐ܂	62045	62045 [http://cal1.cn.huc.edu/showsubtexts.php?subtext=62045&cset=USyriac]	Rom	http://cal1.cn.huc.edu/showsubtexts.php?subtext=62045&cset=USyriac																					2381	210-228		ܐܶܓܰܪܬܳܐ ܕܦܰܘܠܳܘܣ ܫܠܺܝܚܳܐ ܕܰܠܘܳܬ ܪܗ̱ܘܽ̈ܡܳܝܶܐ																
